Location,URL,SKU,Title,Price,Category,Num_Bedrooms,Num_Bathrooms,Floor_Area,Land_Area,Description,Agent_Name,Agent_Link,Agent_Verification,File,Latitude,Longitude,LRTHubName,LRTHubDist,BusHubName,BusHubDist,HospitalHubName,HospitalHubDist,MallHubName,MallHubDist,SchoolHubName,SchoolHubDist,BusCount,HospitalCount,MallCount,SchoolCount,Concat,Property Type,Processed_Location,Matched_Zonal_Value
"Iruhin East, Tagaytay",https://www.lamudi.com.ph/projects/crosswinds/msg-29-0043-crosswinds-iruhin-east-tagaytay-forecl-170832843336/,LA65D305F178738PH,"MSG 29 0043 Crosswinds Iruhin East,Tagaytay Foreclosed Residential Lot",9273000.0,land,0.0,0.0,0.0,281.0,"Crosswinds Pine Grove 3, Tagaytay, Cavite Code MSG 29 0043 Lot Area 281 sq.m Selling Price Php 9,273,000.00 Ready to make it yours? Here's the deal 20 Downpayment 80 Balance, loanable up to 15 years Seize the opportunity to call this place your own",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Cavite,121.0133973,14.1388739,NIOG,35.9479690462094,n5060425128,2.57650567420997,w456927194,5.11613511766846,Fora Mall,6.07776012743004,w980936594,1.25422303955798,0,0,0,0,9273000.0 land 0.0 0.0 0.0 281.0,CR,iruhin east tagaytay,41000
"Hukay, Silang",https://www.lamudi.com.ph/buy/cavite/silang/291-sq-m-lot-in-hillside-ridge-silang-cavite-for-s-171255518233/,LA661384AEDC48BPH,"291 Sq.m Lot in Hillside Ridge, Silang Cavite For Sale",10400000.0,land,0.0,0.0,0.0,291.0,"Listing Code RMS06 DS54 Reference Code AJVB For Sale! Hillside Ridge by Alveo Land Silang, Cavite Property Details Residential Lot Lot size 291 Sq.m Phase 1 Block 28 Lot 25 Remarks Negotiable Selling Price Php 10,400,000",Anthony Barranda,https://www.lamudi.com.ph/aj-barranda-agn-592245/,FULLY VERIFIED,Cavite,121.02566,14.2236058,NIOG,27.0550789815397,n7936290396,1.22654310535973,w530432230,3.06894488550931,Primark Town Center Silang	,1.83093078412173,n9106523268,0.999401715179986,0,0,0,1,10400000.0 land 0.0 0.0 0.0 291.0,CR,hukay silang,41000
"Hukay, Silang",https://www.lamudi.com.ph/buy/cavite/silang/for-sale-331-sqm-residential-lot-by-ayala-land-in-170487811960/,LA659A92592119BPH,For Sale 331 sqm Residential Lot by Ayala Land in Silang near Tagaytay Nuvali,13000000.0,land,0.0,0.0,0.0,331.0,"VERDEA, Alveo Land's second horizontal development in Silang, Cavite! Pre Selling Lot Located in SOUTHMONT ESTATE Just an hour away from Manila, and a 15 min drive from Nuvali or Tagaytay, Verdea is situated in highly accessible location connected by exi",Edrian Balde,https://www.lamudi.com.ph/alveo-land-agn-164995/,FULLY VERIFIED,Cavite,121.02566,14.2236058,NIOG,27.0550789815397,n7936290396,1.22654310535973,w530432230,3.06894488550931,Primark Town Center Silang	,1.83093078412173,n9106523268,0.999401715179986,0,0,0,1,13000000.0 land 0.0 0.0 0.0 331.0,CR,hukay silang,41000
"Hukay, Silang",https://www.lamudi.com.ph/buy/cavite/silang/340-sqm-residential-lot-for-sale-in-silang-verdea-170495253241/,LA659B971C13497PH,340 sqm Residential Lot for sale in Silang. Verdea by Ayala Land near Nuvali,14000000.0,land,0.0,0.0,0.0,340.0,Verdea at Silang Cavite Exclusive residential land project of Alveo Land located in Silang Cavite. With easy access to CALAX and SLEX. Also close proximity to major establishments such as Nuvali and new Chiangkai Shek College.,Edrian Balde,https://www.lamudi.com.ph/alveo-land-agn-164995/,FULLY VERIFIED,Cavite,121.02566,14.2236058,NIOG,27.0550789815397,n7936290396,1.22654310535973,w530432230,3.06894488550931,Primark Town Center Silang	,1.83093078412173,n9106523268,0.999401715179986,0,0,0,1,14000000.0 land 0.0 0.0 0.0 340.0,CR,hukay silang,41000
"Hukay, Silang",https://www.lamudi.com.ph/buy/cavite/silang/500-sqm-vacant-lot-in-ayala-westgrove-heights-sila-170987661377/,LA65EAA58548AE1PH,"500 sqm Vacant lot in Ayala Westgrove heights, Silang, Cavite",30000000.0,land,0.0,0.0,0.0,500.0,"JRE 2195 1A 500 sqm Vacant lot in Ayala Westgrove heights, Silang, Cavite 30,000,000 or 60,000 per sqm Lot area 500 sqm Phase 14",Raphael Esguerra,https://www.lamudi.com.ph/realus-property-services-agn/,FULLY VERIFIED,Cavite,121.02566,14.2236058,NIOG,27.0550789815397,n7936290396,1.22654310535973,w530432230,3.06894488550931,Primark Town Center Silang	,1.83093078412173,n9106523268,0.999401715179986,0,0,0,1,30000000.0 land 0.0 0.0 0.0 500.0,CR,hukay silang,84000
"Sungay South-East, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/residential-lot-for-sale-in-southridge-tagaytay-mc-172308953992/,LA66B44283DAABBPH,Residential Lot For Sale in SouthRidge Tagaytay MC,3360000.0,land,0.0,0.0,0.0,280.0," RESIDENTIAL LOT FOR SALE LOCATION Brgy. Sungay, Tagaytay City SouthRidge Subd LOT AREA 280sqm 12K per sqm SELLING PRICE PHP3,360,000 NET",Ms. Michelle,https://www.lamudi.com.ph/michelle-sampaga-agn/,FULLY VERIFIED,Cavite,120.997322,14.120815,NIOG,37.6955579442976,n5060425130,2.05122050064722,n2623054157,3.87373531009763,Fora Mall,3.81914176391809,w454618021,0.617195983013561,0,0,0,4,3360000.0 land 0.0 0.0 0.0 280.0,CR,sungay tagaytay,84000
"Salitran I, Dasmariñas",https://www.lamudi.com.ph/projects/the-orchard-golf-and-country-country-club/orchard-golf-and-country-club-171654760199/,LA66507011CE7B1PH,Orchard Golf and Country Club,9880000.0,land,0.0,0.0,0.0,494.0,Orchard golf and country club Phase 2 gate 4 494 sqms Clean title and updated taxes 20k per sqms Negotiable,Mary Jucelle Richardson,https://www.lamudi.com.ph/mary-jucelle-richardson-agn/,FULLY VERIFIED,Cavite,120.93635,14.357185,NIOG,11.6021973071414,n5263050339,0.17666678908465,w575166088,1.0195588987074,Central Mall Dasmariñas	,0.781942039212231,w189306966,0.408242437451909,12,0,1,9,9880000.0 land 0.0 0.0 0.0 494.0,CR,salitran dasmariñas,84000
"Molino I, Bacoor",https://www.lamudi.com.ph/buy/cavite/bacoor/for-sale-corner-lot-in-avida-setting-cavite-172407109444/,LA66C33CB61CFC1PH,For Sale Corner Lot in Avida Setting Cavite,6600000.0,land,0.0,0.0,0.0,264.0,"Corner Lot for Sale!Avida Settings CaviteLot Area 264 sqmB14 Lot 3, Phase 2Garberville StreetPhp 6.6M or 25k per sqm",Arlene Bautista,https://www.lamudi.com.ph/arlene-bautista-arlenerealtorbrandgmailcom/,FULLY VERIFIED,Cavite,120.998324,14.372461,NIOG,10.4942121587965,n6226277034,0.983497665869342,w497156008,0.455745523336231,Evia Lifestyle Center,1.62698248932838,n2031965360,0.948052076257541,1,1,0,1,6600000.0 land 0.0 0.0 0.0 264.0,CR,molino bacoor,84000
"Panungyanan, General Trias",https://www.lamudi.com.ph/buy/cavite/general-trias/residential-lot-in-eagle-ridge-for-sale-172441231678/,LA66C8719CC986DPH,RESIDENTIAL LOT IN EAGLE RIDGE FOR SALE,4500000.0,land,0.0,0.0,0.0,300.0,PRE SELLING,Icey Ortiz Del Socorro,https://www.lamudi.com.ph/icey-dels-agn/,FULLY VERIFIED,Cavite,120.90839,14.251345,NIOG,23.6916300087125,n6295471699,3.29463304981175,w228087526,4.18276632262882,Walter Mart General Trias	,4.41265180311003,w788885614,1.00755106271517,0,0,0,0,4500000.0 land 0.0 0.0 0.0 300.0,CR,panungyanan general trias,84000
"Hukay, Silang",https://www.lamudi.com.ph/buy/cavite/silang/for-sale-vacant-lot-at-alveo-hillside-ridge-nuvali-171446337344/,LA6630A28DA8A3EPH,"For Sale Vacant Lot at Alveo Hillside Ridge, Nuvali City",11778000.0,land,0.0,0.0,0.0,302.0,"AI24 0068 For Sale Vacant Lot at Alveo Hillside Ridge, Nuvali City Lot Area 302 sqm Phase 2 Selling price Php 11,778,000 or 39k per sqm",Team 86,https://www.lamudi.com.ph/realus-property-services-agn-719330/,SEMI VERIFIED,Cavite,121.02566,14.2236058,NIOG,27.0550789815397,n7936290396,1.22654310535973,w530432230,3.06894488550931,Primark Town Center Silang	,1.83093078412173,n9106523268,0.999401715179986,0,0,0,1,11778000.0 land 0.0 0.0 0.0 302.0,CR,hukay silang,18000
"Bucal, Amadeo",https://www.lamudi.com.ph/buy/cavite/amadeo/rush-affordable-lot-for-sale-in-barangay-bucal-ama-170997757488/,LA651A645FE8579PH,"Rush Affordable Lot For Sale in Barangay Bucal, Amadeo, Cavite",2430000.0,land,0.0,0.0,0.0,405.0,Bagsak presyo klimang tagaytay corner lot rUSH !! along Brgy Road,Jasmin Sarmiento,https://www.lamudi.com.ph/ljshepherd-realty-services-agn-894135/,SEMI VERIFIED,Cavite,120.932727,14.168955,NIOG,32.2825130179698,n9549241642,2.86031217543796,n2645909763,1.68778849549616,Acienda Outlet Mall,3.40357127064216,w192083310,0.841171228633986,0,0,0,2,2430000.0 land 0.0 0.0 0.0 405.0,CR,bucal amadeo,84000
"Bucal, Amadeo",https://www.lamudi.com.ph/buy/cavite/amadeo/405-sqm-farm-residential-lot-for-sale-in-amadeo-ca-170009763187/,LA65556E5F29BBAPH,405 sqm Farm Residential lot for sale in Amadeo Cavite,2430000.0,land,0.0,0.0,0.0,405.0,Located at Bucal amadeo Corner lot 405 sqm after 3 5 months lalabas na ang title near tagaytay 50 DP pwede na magamit ang lot 50 payable in 3 months,James Constante,https://www.lamudi.com.ph/aieland-agn-680122/,SEMI VERIFIED,Cavite,120.932727,14.168955,NIOG,32.2825130179698,n9549241642,2.86031217543796,n2645909763,1.68778849549616,Acienda Outlet Mall,3.40357127064216,w192083310,0.841171228633986,0,0,0,2,2430000.0 land 0.0 0.0 0.0 405.0,CR,bucal amadeo,84000
"Balubad, Silang",https://www.lamudi.com.ph/buy/cavite/silang/near-entrance-property-near-acienda-outlet-mall-in-171205573064/,LA660BE5B27F6FEPH,"Near Entrance Property, Near Acienda Outlet Mall Installment ",2550000.0,land,0.0,0.0,0.0,300.0,"300 sqm Beautiful Investment Opportunity near Acienda Outlet Mall in Silang Good for Land Banking Near Acienda Outlet Mall Near Emilio Aguinaldo National Highway Pwede Installment 30 DP, remaining for 3 years All in title transfer",Asor Mañabo,https://www.lamudi.com.ph/rj-marketing-agn-150768/,SEMI VERIFIED,Cavite,120.949236,14.194075,NIOG,29.393218917082,n6205714743,1.73313504697584,n2645909763,2.25790104215213,Acienda Outlet Mall,1.67457449260124,w897345206,0.224905184238077,0,0,0,1,2550000.0 land 0.0 0.0 0.0 300.0,CR,balubad silang,84000
"Balite I, Silang",https://www.lamudi.com.ph/buy/cavite/silang/affordable-lot-for-sale-in-silang-cavite-malapit-s-170997758959/,LA652F3294F0610PH,Affordable Lot For Sale in Silang Cavite malapit sa Tagaytay,2500000.0,land,0.0,0.0,0.0,500.0,Near Tagaytay at sa mga taniman ng plantita at plantito Preselling property future devt. cemented road,Jasmin Sarmiento,https://www.lamudi.com.ph/ljshepherd-realty-services-agn-894135/,SEMI VERIFIED,Cavite,120.975627,14.19658,NIOG,29.1445916662896,n4995918683,1.30097590326143,n7428185588,2.30998359165538,Premier Plaza	,1.98570400840568,w902468948,0.675697479102298,0,0,0,1,2500000.0 land 0.0 0.0 0.0 500.0,CR,balite silang,84000
"Lumampong Balagbag, Indang",https://www.lamudi.com.ph/buy/cavite/indang/farm-residential-lot-near-tagaytay-500-sqm-minimum-167481485419/,LA63D3A586E70ECPH,For Sale Farm Residential Lot near Tagaytay 500 sqm minimum cut in Indang,2250000.0,land,0.0,0.0,0.0,500.0,"Are you looking for farm lot perfect for residential, investment or retirement? For Sale Farm Residential Lot near Tagaytay 500 sqm minimum cut in Indang",Angelito Aviñante Jr.,https://www.lamudi.com.ph/angelito-avenante-jr-agn-712364/,SEMI VERIFIED,Cavite,120.845004,14.174605,NIOG,33.8687575340188,n6434355121,4.27519935714615,w413772640,3.99800749691254,Twin Lakes by Megaworld,11.7715470696848,w410245044,0.662919789020775,0,0,0,3,2250000.0 land 0.0 0.0 0.0 500.0,CR,lumampong balagbag indang,75000
"A. Dalusag, General Emilio Aguinaldo",https://www.lamudi.com.ph/buy/cavite/general-emilio-aguinaldo/beautiful-and-cool-place-resifarm-hacienda-171505532576/,LA6639AADDD2D37PH,Beautiful and Cool Place Resifarm Hacienda,1750000.0,land,0.0,0.0,0.0,500.0,Great Value Offer! 500 sqm in Bailen in the middle of Nature 1.750M lang po TCP All in title transfer With concrete road Electricity connection ready Water connection ready Highland cool climate May mga staycation and AirBnB sa palig,Asor Mañabo,https://www.lamudi.com.ph/rj-marketing-agn-150768/,SEMI VERIFIED,Cavite,120.79782,14.148531,NIOG,38.5912020719823,n6389746289,5.55765103073524,w413772640,6.29548681604207,Twin Lakes by Megaworld,10.9219919906013,w791652799,0.267213863089777,0,0,0,2,1750000.0 land 0.0 0.0 0.0 500.0,CR,dalusag general emilio aguinaldo,84000
"Lumampong Balagbag, Indang",https://www.lamudi.com.ph/buy/cavite/indang/for-sale-farm-residential-lot-500-sqm-minimum-cut-167619178342/,LA63E8A82768FF3PH,"FOR SALE! Farm Residential Lot 500 sqm minimum cut in Indang, Cavite",2250000.0,land,0.0,0.0,0.0,500.0,"Are you looking for farm lot perfect for residential, investment or retirement?",Angelito Aviñante Jr.,https://www.lamudi.com.ph/angelito-avenante-jr-agn-712364/,SEMI VERIFIED,Cavite,120.845004,14.174605,NIOG,33.8687575340188,n6434355121,4.27519935714615,w413772640,3.99800749691254,Twin Lakes by Megaworld,11.7715470696848,w410245044,0.662919789020775,0,0,0,3,2250000.0 land 0.0 0.0 0.0 500.0,CR,lumampong balagbag indang,106000
"A. Dalusag, General Emilio Aguinaldo",https://www.lamudi.com.ph/buy/cavite/general-emilio-aguinaldo/affordable-500-sqm-residential-lot-in-bailen-0-int-170530643788/,LA649F998E6B5A3PH,"Affordable 500 sqm Residential Lot in Bailen, 0 interest!",1750000.0,land,0.0,0.0,0.0,500.0,Minimum cut 500sqm neart east west road With mountain view With existing Community narin. for only 20K Monthly Free Transfer of Title! Payable up to 5yrs with 0 interest! DP can split into 3months! Available for everyday tripping!,Aliway Abenir,https://www.lamudi.com.ph/aliway-abenir-agn-918972/,SEMI VERIFIED,Cavite,120.79782,14.148531,NIOG,38.5912020719823,n6389746289,5.55765103073524,w413772640,6.29548681604207,Twin Lakes by Megaworld,10.9219919906013,w791652799,0.267213863089777,0,0,0,2,1750000.0 land 0.0 0.0 0.0 500.0,CR,dalusag general emilio aguinaldo,106000
"A. Dalusag, General Emilio Aguinaldo",https://www.lamudi.com.ph/buy/cavite/general-emilio-aguinaldo/for-sale-farm-lot-affordable-near-east-west-road-168896125465/,LA64AB80E669B28PH,For Sale Farm Lot Affordable Near East west Road,1600000.0,land,0.0,0.0,0.0,500.0,Farm Lot For Sale in Bailen Cavite General Emilio Aguinaldo Accesible sa mga roads 3 5 mins. away lang sa East West Road Cool Climate 500 sqm. minimum cut Pwede gawing commercial lots Flexible terms of payment Free transfer of Title Inquire n,Euleen Rose Ann Datu,https://www.lamudi.com.ph/euleen-rose-ann-datu-agn-508472/,SEMI VERIFIED,Cavite,120.79782,14.148531,NIOG,38.5912020719823,n6389746289,5.55765103073524,w413772640,6.29548681604207,Twin Lakes by Megaworld,10.9219919906013,w791652799,0.267213863089777,0,0,0,2,1600000.0 land 0.0 0.0 0.0 500.0,CR,dalusag general emilio aguinaldo,84000
"Kaytitinga II, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/300-sq-meters-residential-lot-for-sale-in-kaytitin-16889289147/,LA64A780B0DB58DPH,"300 sq. meters Residential Lot for sale in Kaytitinga, Alfonso, Cavite",1350000.0,land,0.0,0.0,0.0,300.0,"Titled 15mins away from Alfonso town proper 10mins away from Twinlakes 20mins away from Tagaytay City 10,000 reservation fee",Angelito Aviñante Jr.,https://www.lamudi.com.ph/angelito-avenante-jr-agn-712364/,SEMI VERIFIED,Cavite,120.818019,14.1166,NIOG,40.90884504313,n6389746289,2.1537617881837,w413772640,4.79719779048323,Twin Lakes by Megaworld,6.79145860947596,w772146781,1.30802377518375,0,0,0,0,1350000.0 land 0.0 0.0 0.0 300.0,CR,kaytitinga ii alfonso,84000
"Kaytitinga II, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/300-sqm-farm-residential-near-twinlakes-tagaytay-169465162857/,LA650254EC306F2PH,300 sqm Farm residential Near Twinlakes Tagaytay,1350000.0,land,0.0,0.0,0.0,300.0,min. cut 300 sqm cemented road complete utility 10 Mins away to twinlakes tagaytay Near School Near convenience store Near Police station Near Gasoline station Near Church Payable in 2 years Upon 30 you can use the property,James Constante,https://www.lamudi.com.ph/aieland-agn-680122/,SEMI VERIFIED,Cavite,120.818019,14.1166,NIOG,40.90884504313,n6389746289,2.1537617881837,w413772640,4.79719779048323,Twin Lakes by Megaworld,6.79145860947596,w772146781,1.30802377518375,0,0,0,0,1350000.0 land 0.0 0.0 0.0 300.0,CR,kaytitinga ii alfonso,60000
"Pulo, Indang",https://www.lamudi.com.ph/buy/cavite/indang/farm-residential-farm-near-mendez-cavite-171705140022/,LA66582008743DCPH,Farm Residential Farm Near Mendez Cavite,1926000.0,land,0.0,0.0,0.0,321.0,Located at Pulo Indang Cavite 200 400 sqm available Cemented Rd 1km to Mendez Cavite near hacienda isabella owned by kuh ledesna near Eastwest road 321,James Constante,https://www.lamudi.com.ph/aieland-agn-680122/,SEMI VERIFIED,Cavite,120.876186,14.164045,NIOG,33.9140052945325,n1688047567,3.53654249877269,w413772640,3.48120754330111,Acienda Outlet Mall,9.3502120965474,w1214503053,0.798854928216652,0,0,0,1,1926000.0 land 0.0 0.0 0.0 321.0,CR,pulo indang,41000
"Daine I, Indang",https://www.lamudi.com.ph/buy/cavite/indang/goodly-property-near-east-west-road-facing-morning-171205241063/,LA660BD8BA10D82PH,Goodly Property Near East West Road Facing Morning Sun Installment ,3250000.0,land,0.0,0.0,0.0,500.0,"Investment Property Good for Land Banking as Prices Increases Yearly 20 meters from 4 lane East West Road national road Besides Brgy. Road Mataas ang area Facing Morning Sun Pwede Installment 30 DP, remaining for 5 years All in ti",Asor Mañabo,https://www.lamudi.com.ph/rj-marketing-agn-150768/,SEMI VERIFIED,Cavite,120.832922,14.208496,NIOG,30.962393907879,n6434355121,5.05750180309789,n7357770986,4.90738276711113,SM City Trece Martires,8.87438712546178,w791652831,1.95240075501276,0,0,0,0,3250000.0 land 0.0 0.0 0.0 500.0,CR,daine indang,110000
"Kaytitinga II, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/farm-residential-lot-near-twinlakes-tagaytay-17127558787/,LA65124B556B88CPH,Farm Residential Lot near Twinlakes Tagaytay,1350000.0,land,0.0,0.0,0.0,300.0,300 min. cutCemented road Complete utilityNearby Twinlakes TagaytayConvenience StoreSchool Police stationChurchPharmacyUpon 30 DP you can use the PropertyPayable in 2 years,James Constante,https://www.lamudi.com.ph/aieland-agn-680122/,SEMI VERIFIED,Cavite,120.818019,14.1166,NIOG,40.90884504313,n6389746289,2.1537617881837,w413772640,4.79719779048323,Twin Lakes by Megaworld,6.79145860947596,w772146781,1.30802377518375,0,0,0,0,1350000.0 land 0.0 0.0 0.0 300.0,CR,kaytitinga ii alfonso,84000
"Barangay 4, Magallanes",https://www.lamudi.com.ph/buy/cavite/magallanes-1/affordable-magallanes-farm-lot-for-sale-168869479483/,LA643A17750F8F9PH,Affordable Magallanes Farm Lot for sale,1150000.0,land,0.0,0.0,0.0,500.0,Farm Lot for Sale!!! Newly Open!!! Titled Minimum cut 500sqm 10K Reservation Only 3 5 Mins away from East West National Road 20mins away from Twinlakes Along Brgy road. 10Meters wide ,Aliway Abenir,https://www.lamudi.com.ph/aliway-abenir-agn-918972/,SEMI VERIFIED,Cavite,120.755638,14.186845,NIOG,37.3518108159006,n6389746289,11.2384684746358,w862009430,10.2808749982423,The Stadium Shopping Strip	,15.6141613896301,n1684477254,0.154590103647078,0,0,0,2,1150000.0 land 0.0 0.0 0.0 500.0,CR,barangay 4 magallanes,50000
"A. Dalusag, General Emilio Aguinaldo",https://www.lamudi.com.ph/buy/cavite/general-emilio-aguinaldo/affordable-residential-lot-near-east-west-road-loc-170694307767/,LA6576C8D9D7C96PH,Affordable Residential Lot near East west Road Located at Gen. Emilio Aguinaldo,1750000.0,land,0.0,0.0,0.0,500.0,500 sqm. minimum cut Affordable Lot in Bailen Cavite Near East west road Cool weather free transfer of Title Upon 30 DP you can use the lot for fencing and temporary for house construction complete utility provisions upon turn over Come and Vis,Euleen Rose Ann Datu,https://www.lamudi.com.ph/euleen-rose-ann-datu-agn-508472/,SEMI VERIFIED,Cavite,120.79782,14.148531,NIOG,38.5912020719823,n6389746289,5.55765103073524,w413772640,6.29548681604207,Twin Lakes by Megaworld,10.9219919906013,w791652799,0.267213863089777,0,0,0,2,1750000.0 land 0.0 0.0 0.0 500.0,CR,dalusag general emilio aguinaldo,84000
"Palumlum, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/500-sq-meters-resi-farm-lot-for-sale-in-palumlum-a-168892888448/,LA64A77F36CF80EPH,"500 sq. meters Resi Farm Lot for sale in Palumlum, Alfonso, Cavite",2150000.0,land,0.0,0.0,0.0,500.0,500 sqm minimum cut near Reptiland near Gingerbread House 15mins away from Tagaytay City 5mins away from Alfonso town proper 10 reservation fee,Angelito Aviñante Jr.,https://www.lamudi.com.ph/angelito-avenante-jr-agn-712364/,SEMI VERIFIED,Cavite,120.8441,14.11006,NIOG,40.6303510698566,n4447895289,2.73610231734192,w413772640,3.52627187380425,Twin Lakes by Megaworld,4.77995151310369,w769532589,0.772778400108052,0,0,0,1,2150000.0 land 0.0 0.0 0.0 500.0,CR,palumlum alfonso,84000
"Lumampong Balagbag, Indang",https://www.lamudi.com.ph/buy/cavite/indang/500-sqm-farm-residential-lot-for-sale-near-tagayta-168872681888/,LA63ED912073A9FPH,500 sqm Farm Residential Lot for SALE!!! near Tagaytay area ,2250000.0,land,0.0,0.0,0.0,500.0,"Land property for sale in Lumampong Balagbag, Indang, Cavite",Angelito Aviñante Jr.,https://www.lamudi.com.ph/angelito-avenante-jr-agn-712364/,SEMI VERIFIED,Cavite,120.845004,14.174605,NIOG,33.8687575340188,n6434355121,4.27519935714615,w413772640,3.99800749691254,Twin Lakes by Megaworld,11.7715470696848,w410245044,0.662919789020775,0,0,0,3,2250000.0 land 0.0 0.0 0.0 500.0,CR,lumampong balagbag indang,84000
"Kaytitinga II, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/300-sqm-resi-farm-lot-near-twinlakes-tagaytay-168925319732/,LA64AE037D095BBPH,300 sqm Resi farm lot Near Twinlakes Tagaytay,1350000.0,land,0.0,0.0,0.0,300.0,"300 400 sqm resi farm lot cemented road Along Brgy, Road Near Brgy. Hall Complete utility 8 10 mins to Twinlakes Tagaytay 10k reservation fee Upon 30 DP you can use your property",James Constante,https://www.lamudi.com.ph/aieland-agn-680122/,SEMI VERIFIED,Cavite,120.818019,14.1166,NIOG,40.90884504313,n6389746289,2.1537617881837,w413772640,4.79719779048323,Twin Lakes by Megaworld,6.79145860947596,w772146781,1.30802377518375,0,0,0,0,1350000.0 land 0.0 0.0 0.0 300.0,CR,kaytitinga ii alfonso,84000
"Caluangan, Magallanes",https://www.lamudi.com.ph/buy/cavite/magallanes-1/500-1200-sqm-farm-lot-in-magallanes-cavite-168896362928/,LA64AB8A2DE34ADPH,500 1200 sqm farm lot In magallanes Cavite,1150000.0,land,0.0,0.0,0.0,500.0,10k reservation fee 5 mins away to East west road complete utility payable up to 5 years With mountain view,James Constante,https://www.lamudi.com.ph/aieland-agn-680122/,SEMI VERIFIED,Cavite,120.763727,14.167977,NIOG,38.5727046946978,n6389746289,9.00257316106351,w413772640,10.3782200041602,Twin Lakes by Megaworld,14.9304910359725,w791652825,1.19776239615573,0,0,0,0,1150000.0 land 0.0 0.0 0.0 500.0,CR,caluangan magallanes,84000
"Pasong Buaya I, Imus",https://www.lamudi.com.ph/projects/caleia-vermosa/pre-selling-350-sqm-ayala-land-residential-lot-in-171095721022/,LA65FB21719A378PH,"PRE SELLING 350 sqm Ayala Land Residential Lot in Vermosa, Imus",17218750.0,land,0.0,0.0,0.0,350.0,"PRE SELLING Ayala Residential Lot in Vermosa, Imus 300 450 sqm. Caleia in Vermosa South Daang Hari Road cor. Vermosa Blvd., Imus, 4103 Cavite Phase 1 Block 1 Lot 2 350 sqm Price 17,218,750 Reservation Fee 100,000 Downpayment 1,809,300 M",Ignite Realty Philippines,https://www.lamudi.com.ph/ignite-realty-philippines-agn-733532/,FULLY VERIFIED,Cavite,120.9505033,14.3747504,NIOG,9.43386668635108,n9437068728,1.06004255605981,r14296273,1.73172414015769,The District Imus by Ayala Malls,1.18654955457801,w1000471371,0.978341559391327,0,0,0,1,17218750.0 land 0.0 0.0 0.0 350.0,CR,pasong buaya imus,84000
"Paliparan I, Dasmariñas",https://www.lamudi.com.ph/projects/caribe-at-the-islands/msg-03-0937-caribe-at-the-islands-paliparan-i-fore-170798951161/,LA65B8C2FA734D3PH,"MSG 03 0937 Caribe at The Islands Paliparan I, Foreclosed Residential Lot",4388000.0,land,0.0,0.0,0.0,325.0,"All properties are offered on As is, Where is basis. Titles of properties are either under Seller s name or under various stages of consolidation in the Seller s name. Interested parties are therefore advised to check the title, the physical an",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Cavite,120.9842049,14.30086133,NIOG,17.753432497686,n12136948584,0.971198431260974,w591128598,2.21209402954035,Unitop Mall Dasmariñas	,1.56243869034829,n6505280290,0.185687012099933,1,0,0,6,4388000.0 land 0.0 0.0 0.0 325.0,CR,paliparan dasmariñas,84000
"Paliparan I, Dasmariñas",https://www.lamudi.com.ph/projects/caribe-at-the-islands/msg-03-0931-caribe-at-the-islands-paliparan-i-fore-17079892247/,LA65B8C2F9B1BE6PH,"MSG 03 0931 Caribe at The Islands Paliparan I, Foreclosed Residential Lot",5269000.0,land,0.0,0.0,0.0,371.0,"All properties are offered on As is, Where is basis. Titles of properties are either under Seller s name or under various stages of consolidation in the Seller s name. Interested parties are therefore advised to check the title, the physical an",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Cavite,120.9842049,14.30086133,NIOG,17.753432497686,n12136948584,0.971198431260974,w591128598,2.21209402954035,Unitop Mall Dasmariñas	,1.56243869034829,n6505280290,0.185687012099933,1,0,0,6,5269000.0 land 0.0 0.0 0.0 371.0,CR,paliparan dasmariñas,13100
"Tanauan, Tanza",https://www.lamudi.com.ph/projects/arden-botanical-village/492-sqm-lot-for-sale-in-arden-botanical-village-ta-170651850191/,LA658CD5D59DEAFPH,"492 sqm Lot For Sale in Arden Botanical Village, Tanauan, Tanza, Cavite",25092000.0,land,0.0,0.0,0.0,492.0,"Arden Botanical Village, Cavite Property Code 824 SRL ABV Selling price Php 25,092,000.00 LOT SPECIFICATIONS Lot Area 492 m Orientation Facing North Bare Lot Prime lot with direct access to river esplanade Contact us for more! The",The Lead Realty,https://www.lamudi.com.ph/the-lead-realty-agn/,FULLY VERIFIED,Cavite,120.828878,14.292781,NIOG,23.2302408211237,n12047128520,2.20739026782533,w420997083,4.02729854878963,SM City Trece Martires,4.22562712974978,w1334285782,2.01618138245282,0,0,0,0,25092000.0 land 0.0 0.0 0.0 492.0,CR,tanauan tanza,139000
